SK_ID_CURR,TARGET
100836,0.35772884
100872,0.07349072
100910,0.02388070
100913,0.14190368
100918,0.01994239
100931,0.00231025
100952,0.04402047
100953,0.06509008
100965,0.13296713
100970,0.02004506
100982,0.09876104
100983,0.24255316
100984,0.03000810
100987,0.03772995
100997,0.04848573
100998,0.11390813
101002,0.04345994
101005,0.11091414
101008,0.30977613
101020,0.04574584
101021,0.01368302
101024,0.01673842
101025,0.09469503
101026,0.03332602
101031,0.00990244
101041,0.01363883
101051,0.00460084
101055,0.08956866
101056,0.18705110
101057,0.03260959
101064,0.01543356
101079,0.06337970
101087,0.01420566
101090,0.01782127
101092,0.11192004
101097,0.11145450
101099,0.01868900
101107,0.07473692
101118,0.08905242
101125,0.05797265
101126,0.01406723
101128,0.00894350
101136,0.06191522
101140,0.15847000
101149,0.23701453
101160,0.07302438
101169,0.21484807
101181,0.01138590
101186,0.00889121
101190,0.11056324
101193,0.08928589
101194,0.19232565
101198,0.21969254
101200,0.02201505
101204,0.02986582
101211,0.04880441
101213,0.11674622
101223,0.03829980
101225,0.09680906
101237,0.16686320
101243,0.09568725
101244,0.10532513
101258,0.03520996
101259,0.23283127
101268,0.09968631
101269,0.01320365
101271,0.09299318
101279,0.04925245
101281,0.09237055
101287,0.02684198
101292,0.06711784
101294,0.00868511
101296,0.08117504
101297,0.01802990
101299,0.00805543
101301,0.05174890
101305,0.13265756
101308,0.25887823
101318,0.01705029
101327,0.22070341
101329,0.01205734
101332,0.03790450
101337,0.06607114
101343,0.01515448
101345,0.00945153
101346,0.01055979
101353,0.01509813
101354,0.09009124
101355,0.18108143
101356,0.01282118
101362,0.03997429
101363,0.29531813
101365,0.01775312
101366,0.09789117
101367,0.21610624
101368,0.01462690
101374,0.05030316
101380,0.00912641
101383,0.06180963
101398,0.04406017
101399,0.30667242
101401,0.20914078
101412,0.04048660
101426,0.04776824
101427,0.26314509
101428,0.20907852
101429,0.19880810
101434,0.05991166
101440,0.11703863
101448,0.07587722
101449,0.01629353
101465,0.03948040
101467,0.00823429
101472,0.07957156
101478,0.14462651
101497,0.02998335
101504,0.10070789
101547,0.02606999
101548,0.14008033
101555,0.06695402
101570,0.01490083
101572,0.03429390
101578,0.04012748
101580,0.25310600
101588,0.14134888
101602,0.01710135
101610,0.06145484
101614,0.06165275
101616,0.02287402
101643,0.09813253
101644,0.01359138
101649,0.01154545
101650,0.08257704
101665,0.03061575
101667,0.07789340
101669,0.03914605
101674,0.05670733
101675,0.02303362
101678,0.07574862
101682,0.03846028
101686,0.03430994
101697,0.15720674
101700,0.42562196
101711,0.01319094
101714,0.03736602
101715,0.37136626
101728,0.04655455
101732,0.06443518
101757,0.15347467
101758,0.04173544
101759,0.07305704
101762,0.01881898
101764,0.04244022
101780,0.47745553
101784,0.00801086
101789,0.00931968
101816,0.09515013
101819,0.03142710
101827,0.01317178
101863,0.06417467
101867,0.03789489
101870,0.02459265
101873,0.21039347
101878,0.07038955
101879,0.02632442
101880,0.01312776
101887,0.03822206
101897,0.01091866
101901,0.14209002
101903,0.23669139
101920,0.00257880
101921,0.03052041
101922,0.08873481
101961,0.19031870
101962,0.02122279
101971,0.08143491
101976,0.32031578
102002,0.11359154
102005,0.02435651
102007,0.40099376
102017,0.01664833
102019,0.29093307
102029,0.01185052
102051,0.16515900
102052,0.00823793
102054,0.02037897
102062,0.06792964
102067,0.32363713
102068,0.04633915
102070,0.02677586
102090,0.07104073
102092,0.03305896
102099,0.07829206
102100,0.01188897
102112,0.08694062
102113,0.03032824
102122,0.11849996
102123,0.03151568
102125,0.06161272
102126,0.23862036
102146,0.03343003
102147,0.13836701
102151,0.03091771
102158,0.10234207
102159,0.01459366
102162,0.06085181
102165,0.02454174
102166,0.01706909
102174,0.01269759
102193,0.18998262
102198,0.02452645
102205,0.06397584
102206,0.01207983
102218,0.01991658
102221,0.02632870
102230,0.04070016
102238,0.03665757
102248,0.05715995
102252,0.17386216
102259,0.09788795
102262,0.09207236
102273,0.13410771
102286,0.11384322
102293,0.01322191
102294,0.02674508
102296,0.00959549
102298,0.04582862
102303,0.02725435
102309,0.05306006
102315,0.03988867
102340,0.02782325
102342,0.02973208
102344,0.03961879
102346,0.06782965
102347,0.00592998
102374,0.04368620
102380,0.01292985
102387,0.02412972
102393,0.03839936
102403,0.01747655
102413,0.06446046
102414,0.00314160
102415,0.01628969
102416,0.12312114
102439,0.03047913
102441,0.04560711
102443,0.00829111
102444,0.10279791
102445,0.13686112
102448,0.01949040
102449,0.02231960
102450,0.19624744
102456,0.01427284
102458,0.09474369
102459,0.02265643
102465,0.00651762
102470,0.21335386
102471,0.05978239
102475,0.05658199
102476,0.14096981
102506,0.05449427
102509,0.02280817
102519,0.02682249
102522,0.03579273
102545,0.05146454
102549,0.03210946
102562,0.01043283
102563,0.01503892
102568,0.15392208
102582,0.04482782
102592,0.01114852
102597,0.17332749
102605,0.02871910
102614,0.02096129
102617,0.09792239
102634,0.04115923
102652,0.01467488
102655,0.00093920
102671,0.12582536
102694,0.19612668
102701,0.04834587
102703,0.01461430
102704,0.01456320
102713,0.01626596
102720,0.19236511
102731,0.03357296
102733,0.02472690
102749,0.02337294
102755,0.03569474
102763,0.02947184
102770,0.07112251
102772,0.07204314
102799,0.34080285
102838,0.02325960
102854,0.02530476
102862,0.10323498
102863,0.02224905
102867,0.01011631
102868,0.00551589
102878,0.12215587
102887,0.10383509
102898,0.19619837
102904,0.11919055
102912,0.07772288
102919,0.02818539
102927,0.09688633
102932,0.06155820
102933,0.08290794
102935,0.00931146
102958,0.07981878
102969,0.14528692
102971,0.03765988
102975,0.03868225
102979,0.07847958
102982,0.00884369
102987,0.10925769
102989,0.06043151
102995,0.13391224
102996,0.02252255
103000,0.06811425
103001,0.07775688
103004,0.05706693
103010,0.02613319
103025,0.16279374
103029,0.04313141
103046,0.10609382
103056,0.04743309
103062,0.17037056
103078,0.00967308
103083,0.00866842
103092,0.01972706
103096,0.10741485
103097,0.15965374
103102,0.24953182
103112,0.03439444
103132,0.03815930
103144,0.12589483
103145,0.10723681
103146,0.01085067
103147,0.08158009
103158,0.01405325
103171,0.09404340
103173,0.04524763
103184,0.02995220
103195,0.19268511
103196,0.14128271
103206,0.02224413
103230,0.22913784
103231,0.14760678
103232,0.04587122
103239,0.05962870
103240,0.14788312
103243,0.02719211
103252,0.04805791
103258,0.04374583
103259,0.12700219
103279,0.01112610
103280,0.00285103
103286,0.01302097
103287,0.34583187
103290,0.02212430
103298,0.09034464
103315,0.05569525
103319,0.05118981
103334,0.10488018
103336,0.11477257
103345,0.04124342
103368,0.03573774
103371,0.38726217
103377,0.04862006
103398,0.01138599
103404,0.06054126
103408,0.16049051
103410,0.10223138
103418,0.02297201
103420,0.20579836
103432,0.06603447
103433,0.01699370
103436,0.01458411
103440,0.03017979
103453,0.05983623
103459,0.02945776
103460,0.05599530
103461,0.01600986
103462,0.03473043
103473,0.06395985
103474,0.03582069
103475,0.25213262
103478,0.29322177
103480,0.16226380
103484,0.01427897
103494,0.23397891
103513,0.02817388
103515,0.11652279
103516,0.11425110
103525,0.11105374
103541,0.39416733
103544,0.01988234
103562,0.27300867
103570,0.40028715
103572,0.19503219
103574,0.04530584
103575,0.07037958
103591,0.12124736
103594,0.04387338
103609,0.04319647
103613,0.08260130
103614,0.02333488
103615,0.07441190
103624,0.05692091
103625,0.14347169
103628,0.28176087
103629,0.01907676
103647,0.03199592
103648,0.04576861
103651,0.04786855
103658,0.00917262
103668,0.06285325
103669,0.03973755
103676,0.02711815
103682,0.06874878
103683,0.08805525
103689,0.02303745
103725,0.03416717
103733,0.01601007
103744,0.02143442
103762,0.09156537
103771,0.48793694
103773,0.00912843
103783,0.06447574
103784,0.02537276
103808,0.00754029
103812,0.06876103
103813,0.23253018
103814,0.08073916
103818,0.25314435
103824,0.05184436
103828,0.01392854
103830,0.38535118
103840,0.02088219
103842,0.11493722
103847,0.23363434
103848,0.07426690
103851,0.00786140
103854,0.16454706
103857,0.16340096
103861,0.01211395
103862,0.04074103
103865,0.03257311
103870,0.00574235
103876,0.03549176
103891,0.50964361
103908,0.09460112
103914,0.18426768
103918,0.07911307
103940,0.02425881
103963,0.10849503
103966,0.09941690
103971,0.20583761
103980,0.11226774
103984,0.09059665
103985,0.03045765
103998,0.34002927
104019,0.01985378
104026,0.03428219
104035,0.08376585
104044,0.02527470
104045,0.03477978
104047,0.36308852
104051,0.03710669
104058,0.12266181
104063,0.01352064
104066,0.15426880
104087,0.02851678
104089,0.02968801
104095,0.02099668
104098,0.09897554
104104,0.02759289
104110,0.26164263
104120,0.02795407
104122,0.01721346
104131,0.03218091
104132,0.07333912
104135,0.02562777
104136,0.02805348
104149,0.09092040
104150,0.05120429
104156,0.47020841
104165,0.15395753
104175,0.00936173
104179,0.06557903
104184,0.17571197
104206,0.01177476
104216,0.23569146
104230,0.24311259
104257,0.03375980
104272,0.00848167
104273,0.06874095
104278,0.02708127
104294,0.11543963
104295,0.01675110
104297,0.01822365
104298,0.05661617
104308,0.02278485
104318,0.02950778
104319,0.06892265
104320,0.18401599
104327,0.15206712
104334,0.05095240
104344,0.03735125
104350,0.02105168
104351,0.16619419
104354,0.01267841
104369,0.09384059
104376,0.08537894
104381,0.01918473
104384,0.04416448
104391,0.01814181
104394,0.03818628
104398,0.17264332
104402,0.01318488
104408,0.11033221
104409,0.02263799
104410,0.27927354
104412,0.10525894
104417,0.02580718
104424,0.04732350
104426,0.01907484
104435,0.03363889
104445,0.03650011
104458,0.00789171
104460,0.03787537
104466,0.02069961
104472,0.11548992
104473,0.05617615
104479,0.01314690
104480,0.01682109
104482,0.04936679
104499,0.00796158
104501,0.00981681
104502,0.01192420
104506,0.09269500
104510,0.00678000
104512,0.11241248
104520,0.16072217
104528,0.05048511
104529,0.00779681
104541,0.05993471
104578,0.01099988
104584,0.03421418
104588,0.05621884
104602,0.07890219
104610,0.00672659
104611,0.09736368
104618,0.05335033
104620,0.06662843
104622,0.01776909
104624,0.04011650
104625,0.12813780
104634,0.04107473
104639,0.08967941
104646,0.04565488
104647,0.03838231
104652,0.01562071
104670,0.11512759
104677,0.00848012
104685,0.05640513
104691,0.03297830
104696,0.06324290
104699,0.00719289
104712,0.11536776
104714,0.01568216
104717,0.03942790
104718,0.00853356
104740,0.05046706
104741,0.03574535
104743,0.00335726
104744,0.01563022
104747,0.04118899
104767,0.06293158
104772,0.25061506
104776,0.25919679
104779,0.01616661
104814,0.02000182
104815,0.01778930
104830,0.04702217
104831,0.05683891
104833,0.08519770
104839,0.04507548
104840,0.01940494
104860,0.18043315
104861,0.02002592
104866,0.05146499
104870,0.02350367
104877,0.09498159
104878,0.01201695
104879,0.02560544
104880,0.04924319
104899,0.03740669
104906,0.02586737
104907,0.09189160
104913,0.03786990
104916,0.04990211
104921,0.07800806
104930,0.03236039
104931,0.27305880
104936,0.03028525
104937,0.02497697
104942,0.02992896
104943,0.05240260
104969,0.08151937
104972,0.33740363
104988,0.08520917
105013,0.01474655
105015,0.02827212
105019,0.05753022
105027,0.02477253
105030,0.06607598
105035,0.30881250
105041,0.02411288
105051,0.17768776
105056,0.02242651
105067,0.56918192
105071,0.03886184
105072,0.02123423
105074,0.06457540
105091,0.04878962
105101,0.03689050
105103,0.03505473
105134,0.04247849
105139,0.02893525
105142,0.09691047
105146,0.07454430
105163,0.05334303
105168,0.07419045
105172,0.00785376
105176,0.38358250
105195,0.03788500
105196,0.16804884
105197,0.01919222
105203,0.02635366
105223,0.12478565
105227,0.08657552
105228,0.00750546
105230,0.23351792
105231,0.40894151
105239,0.03959365
105242,0.08095012
105244,0.02663121
105245,0.05622720
105248,0.00813299
105249,0.06395143
105266,0.09981611
105271,0.22989370
105276,0.10369518
105282,0.01850715
105292,0.08994501
105297,0.00835719
105332,0.03632473
105333,0.01345029
105343,0.01171353
105344,0.07558464
105345,0.12644641
105357,0.05648797
105359,0.04432242
105366,0.06147380
105367,0.05077974
105370,0.00659903
105377,0.05012257
105390,0.03438538
105399,0.01376538
105403,0.05037829
105404,0.04846362
105414,0.03485385
105417,0.04971639
105425,0.19953170
105452,0.07055759
105454,0.09732620
105456,0.05579415
105470,0.03931325
105471,0.02271883
105483,0.18962756
105493,0.06992499
105508,0.09814447
105514,0.06660967
105515,0.00735930
105528,0.26624277
105529,0.01841818
105531,0.04235362
105532,0.07693261
105558,0.00712274
105574,0.00743235
105578,0.00427339
105584,0.30383778
105595,0.14498664
105617,0.10883833
105618,0.08950523
105621,0.05259565
105625,0.04273250
105629,0.05696472
105630,0.00794290
105634,0.02253423
105635,0.01533768
105641,0.07071541
105647,0.14724331
105648,0.05227095
105655,0.07010236
105657,0.01691866
105672,0.10133685
105678,0.19400820
105682,0.11751390
105691,0.05221280
105692,0.03095242
105706,0.03960396
105712,0.02679111
105720,0.04577846
105734,0.00709436
105735,0.06040748
105736,0.18885067
105737,0.00421204
105738,0.13070926
105740,0.09415672
105744,0.03530040
105747,0.03967250
105749,0.19335882
105754,0.02594589
105758,0.04667011
105760,0.15605408
105767,0.11245865
105784,0.10736869
105791,0.01422974
105802,0.27820966
105807,0.12263855
105809,0.01926570
105816,0.04195369
105817,0.01371765
105824,0.11526705
105832,0.06173726
105856,0.01030674
105865,0.01267929
105899,0.28273857
105906,0.01897022
105916,0.06172892
105923,0.07789329
105937,0.06481802
105965,0.01942503
105966,0.06532583
105968,0.14057158
105973,0.01402861
105976,0.12698475
105978,0.06314699
105979,0.06096261
105991,0.08287077
105998,0.16030909
105999,0.02637335
106000,0.37235090
106001,0.04168698
106010,0.07399086
106011,0.01548267
106013,0.29514632
106015,0.01405227
106026,0.01330958
106032,0.01290344
106035,0.50999969
106040,0.05165784
106041,0.22451320
106044,0.01731658
106053,0.14208870
106054,0.00277061
106065,0.31142619
106081,0.02839799
106083,0.08080090
106087,0.01632223
106090,0.14454971
106101,0.02423166
106102,0.01884481
106109,0.01304407
106116,0.07736509
106150,0.00625908
106155,0.11402629
106166,0.01270710
106176,0.20598912
106189,0.01957600
106199,0.12677275
106205,0.13330390
106206,0.00690902
106211,0.03460914
106214,0.05021242
106216,0.01270465
106217,0.03197527
106225,0.08876914
106249,0.08063235
106256,0.10886049
106258,0.03061775
106261,0.05447272
106262,0.07680591
106264,0.00506999
106271,0.08617699
106276,0.03502577
106277,0.12336679
106286,0.07187083
106293,0.03688285
106295,0.06396356
106296,0.02726964
106297,0.16237336
106298,0.02359460
106311,0.02977996
106314,0.04473856
106320,0.04768629
106334,0.04485912
106346,0.05668136
106347,0.02506431
106349,0.07034076
106354,0.05723223
106360,0.01660694
106373,0.27232936
106377,0.07165087
106386,0.13859802
106387,0.03674747
106391,0.02118358
106401,0.35810009
106411,0.08383571
106413,0.40679172
106426,0.14238583
106427,0.15254496
106428,0.12899543
106434,0.10547806
106438,0.08295523
106440,0.01486685
106441,0.05035800
106452,0.03745819
106453,0.09721261
106454,0.01549483
106457,0.19155090
106484,0.07348618
106488,0.13472128
106491,0.18175830
106514,0.12162349
106527,0.08291586
106528,0.08698271
106529,0.00376924
106534,0.13065350
106550,0.17283699
106577,0.01583021
106585,0.07550776
106590,0.01171630
106607,0.07217669
106610,0.04586715
106611,0.05375485
106612,0.07170757
106624,0.04802749
106631,0.01161614
106647,0.43600211
106660,0.12610427
106674,0.05223993
106687,0.02301667
106712,0.05135840
106713,0.01780647
106717,0.07522985
106720,0.03722122
106721,0.04847556
106724,0.05410850
106735,0.07955759
106739,0.03066066
106740,0.04637632
106754,0.03885502
106760,0.39155906
106761,0.09808877
106784,0.22245519
106787,0.05196385
106797,0.01282520
106798,0.08309669
106802,0.24398763
106803,0.06018293
106804,0.25733358
106805,0.00810063
106810,0.14662892
106812,0.12250352
106813,0.14176352
106817,0.06245011
106822,0.04871872
106823,0.02365640
106827,0.01290666
106841,0.11958309
106851,0.34210089
106852,0.03608103
106853,0.17808732
106854,0.39190730
106861,0.11795851
106873,0.05919626
106877,0.02618452
106878,0.01451267
106881,0.06536430
106900,0.00971663
106906,0.01543505
106907,0.21670121
106914,0.28451908
106916,0.07107645
106924,0.01310922
106931,0.01634510
106936,0.14928013
106937,0.06526472
106938,0.02753044
106939,0.04407076
106943,0.07050402
106944,0.31940201
106967,0.08262181
106980,0.11728144
106986,0.07607604
106987,0.02261958
106990,0.01251564
107013,0.01429262
107023,0.03619061
107033,0.03398133
107037,0.09232043
107048,0.02470524
107071,0.02552317
107081,0.00716535
107113,0.12666644
107130,0.04741831
107131,0.01001807
107145,0.06614336
107156,0.08499552
107219,0.03032932
107222,0.07433496
107223,0.24325339
107232,0.19621523
107245,0.06332887
107246,0.05082470
107247,0.07433146
107256,0.00908998
107259,0.00477931
107260,0.01134175
107279,0.06488900
107280,0.03085304
107281,0.02956186
107285,0.01734178
107329,0.01578180
107337,0.02798843
107349,0.08633331
107350,0.02214723
107351,0.00544888
107359,0.13961633
107391,0.11978991
107394,0.03169688
107395,0.02664115
107406,0.05067287
107416,0.09904212
107417,0.02435820
107418,0.09566578
107419,0.05425954
107444,0.00631937
107445,0.04552782
107446,0.08158590
107460,0.13696203
107470,0.05895720
107475,0.07300339
107520,0.01760076
107526,0.07848337
107527,0.01472384
107530,0.00732340
107532,0.09661478
107534,0.09212018
107535,0.06646943
107554,0.25255954
107556,0.02339410
107559,0.07169171
107561,0.00729073
107564,0.07578627
107566,0.01106596
107571,0.10900941
107590,0.17043096
107602,0.12920909
107625,0.06744727
107626,0.54797637
107635,0.01550219
107636,0.08492815
107645,0.01801257
107652,0.25270861
107655,0.03884087
107668,0.04814480
107670,0.05289129
107677,0.01047130
107680,0.26770049
107683,0.22827381
107684,0.00674651
107691,0.02702168
107692,0.04502238
107703,0.01827774
107709,0.01223764
107710,0.05913059
107721,0.17677212
107725,0.09317373
107727,0.02093622
107739,0.01514905
107740,0.03459137
107741,0.07927003
107747,0.03405644
107765,0.36965352
107768,0.00897550
107775,0.16422166
107782,0.32415912
107790,0.00758379
107801,0.02936860
107807,0.02225480
107811,0.02260292
107817,0.09721700
107826,0.03990267
107838,0.15307182
107839,0.06224024
107843,0.16412389
107847,0.08561441
107849,0.20542146
107850,0.09641073
107867,0.12368817
107871,0.05957137
107908,0.01941047
107913,0.03390037
107927,0.01790879
107931,0.04049715
107955,0.04769648
107962,0.14330697
107977,0.02742412
107978,0.05006292
107993,0.02714535
108010,0.05179691
108016,0.05645141
108018,0.31531176
108027,0.12101555
108045,0.27825776
108069,0.14267464
108082,0.02816758
108089,0.05268262
108092,0.00662390
108106,0.00136994
108112,0.13431695
108120,0.13728924
108122,0.29570603
108135,0.02033716
108170,0.02106741
108171,0.07482449
108177,0.01500384
108180,0.04768176
108183,0.02863786
108184,0.02208473
108185,0.04637516
108192,0.11521927
108195,0.18223511
108196,0.05701514
108218,0.02723653
108219,0.12244863
108243,0.07935500
108249,0.01310929
108251,0.04826233
108274,0.05301199
108280,0.33794105
108289,0.05216419
108292,0.03067431
108295,0.05871272
108327,0.01763789
108332,0.03238486
108346,0.03031653
108349,0.17033108
108353,0.10117806
108362,0.07877992
108363,0.01403646
108377,0.63838369
108378,0.11406342
108381,0.02084743
108383,0.26945543
108390,0.10157258
108407,0.02036828
108408,0.01392400
108411,0.04622668
108412,0.03070156
108419,0.04918520
108436,0.33823413
108437,0.22164980
108438,0.07314818
108441,0.05435807
108448,0.02453594
108449,0.03040544
108466,0.02061924
108467,0.18390922
108473,0.02677054
108474,0.09878917
108476,0.02641739
108479,0.02220012
108486,0.00618528
108493,0.04489273
108501,0.02864026
108506,0.18609281
108510,0.09576768
108511,0.02991771
108514,0.03530579
108517,0.01510141
108519,0.09826005
108522,0.00590803
108548,0.12050284
108554,0.04317439
108555,0.11933892
108559,0.05608150
108562,0.01585060
108571,0.06483393
108572,0.04087802
108579,0.05736149
108583,0.01325218
108584,0.01349201
108592,0.01694946
108602,0.01532119
108609,0.02818610
108613,0.08666913
108616,0.04388323
108618,0.07271724
108620,0.03057078
108643,0.02564088
108649,0.01227796
108654,0.10625629
108655,0.01317143
108656,0.01904833
108667,0.06335436
108668,0.07358119
108682,0.05925295
108690,0.04957723
108691,0.03232307
108692,0.09257574
108695,0.06372336
108699,0.01162812
108710,0.15343435
108718,0.20558044
108739,0.07327219
108740,0.01901574
108741,0.01631694
108742,0.10239414
108763,0.00202789
108767,0.13955390
108769,0.10857949
108779,0.26867369
108788,0.02463112
108801,0.02728507
108802,0.04136562
108810,0.03582982
108811,0.01331613
108813,0.00937824
108814,0.09280258
108825,0.06335815
108826,0.09616260
108830,0.10411261
108834,0.03744835
108852,0.01525723
108887,0.18919601
108901,0.07161445
108908,0.01112802
108910,0.04882839
108920,0.06231519
108922,0.01836460
108929,0.06234027
108930,0.02089268
108937,0.06415358
108938,0.03847059
108943,0.11215830
108948,0.02047847
108953,0.06684561
108956,0.09073909
108965,0.01382416
108985,0.27025959
108986,0.11486232
108987,0.02535619
108990,0.01259619
108991,0.05373584
108993,0.27420524
109000,0.12151465
109001,0.04361185
109012,0.23986292
109014,0.04491355
109015,0.06831630
109021,0.01604466
109037,0.05195899
109042,0.10253020
109044,0.02796014
109046,0.49124017
109064,0.00188789
109084,0.06076065
109086,0.04714506
109092,0.00718035
109093,0.11984756
109100,0.14890629
109101,0.00440565
109110,0.01685472
109114,0.13345376
109126,0.27314830
109152,0.04553432
109162,0.06493387
109167,0.04568571
109168,0.09094350
109169,0.01379269
109179,0.04672113
109184,0.06570873
109191,0.08985220
109192,0.08798516
109193,0.02482628
109196,0.06130665
109206,0.08110706
109210,0.00566273
109244,0.16948406
109249,0.02252609
109273,0.03725515
109276,0.23510489
109281,0.04998573
109287,0.08552563
109297,0.10367691
109298,0.04924254
109306,0.04690665
109309,0.06978239
109321,0.26585016
109328,0.10393056
109336,0.08507991
109342,0.04290327
109346,0.01828566
109347,0.03670286
109348,0.21622971
109362,0.12009212
109363,0.02562978
109367,0.01785134
109370,0.01026198
109393,0.08055780
109405,0.02129890
109413,0.11671770
109414,0.43063015
109421,0.02326225
109427,0.10423756
109428,0.05131847
109429,0.11852476
109437,0.01555929
109443,0.00925427
109461,0.03516650
109468,0.09512744
109469,0.01125057
109471,0.09973413
109479,0.08541118
109484,0.00872974
109501,0.02204905
109505,0.02946873
109535,0.05270185
109539,0.01469711
109544,0.06245758
109545,0.00814611
109551,0.17114946
109553,0.03338027
109555,0.03418377
109561,0.06483630
109580,0.03191323
109583,0.22528490
109593,0.16889870
109604,0.10138172
109620,0.03320972
109635,0.01615462
109637,0.38393620
109638,0.11159425
109642,0.03600750
109649,0.00889251
109652,0.00698176
109656,0.01521085
109663,0.07532485
109696,0.33338687
109700,0.14543204
109709,0.08527972
109735,0.00201642
109740,0.02534402
109741,0.04630654
109749,0.08452236
109764,0.00878298
109771,0.08777039
109772,0.01857185
109773,0.13332653
109798,0.06327578
109802,0.18958774
109804,0.04658910
109813,0.05909552
109818,0.04614465
109848,0.04471136
109850,0.02518485
109851,0.03467205
109855,0.01351256
109871,0.23453584
109877,0.07252914
109883,0.01201034
109886,0.00867706
109905,0.08364592
109936,0.25135142
109950,0.12203205
109958,0.07709281
109959,0.06693365
109969,0.04301618
109971,0.01231287
109984,0.01225190
109985,0.22815426
109988,0.03307276
109992,0.05549480
110005,0.05399447
110009,0.05792927
110011,0.31933492
110014,0.08562086
110026,0.03327801
110042,0.01352319
110058,0.01186964
110069,0.11487605
110080,0.01436734
110087,0.04144828
110091,0.01931521
110094,0.03260078
110098,0.11485756
110105,0.05372305
110117,0.02264519
110136,0.21068521
110138,0.22315989
110149,0.07753179
110164,0.10597149
110202,0.06423910
110212,0.01972856
110226,0.00793707
110236,0.01924541
110249,0.02332755
110257,0.03160677
110258,0.00966513
110277,0.01520244
110282,0.07745417
110284,0.02680481
110286,0.05599103
110289,0.01484867
110304,0.00993815
110319,0.07591397
110324,0.03455113
110326,0.01689460
110335,0.23168266
110337,0.12162835
110338,0.05895489
110343,0.02627661
110345,0.02876578
110347,0.16352242
110355,0.00719851
110359,0.04764285
110360,0.10708077
110364,0.08882196
110371,0.09862069
110372,0.02197149
110376,0.05623279
110379,0.15684699
110380,0.05136037
110393,0.10262770
110401,0.33378217
110406,0.03444747
110411,0.03311184
110416,0.05474950
110420,0.00804133
110443,0.02744616
110465,0.01923567
110468,0.04415945
110469,0.07158729
110471,0.14179529
110487,0.16172029
110491,0.11089868
110504,0.09926033
110547,0.01705351
110550,0.00971616
110559,0.08109614
110578,0.06066914
110582,0.05105374
110590,0.02508796
110598,0.06345416
110601,0.19096111
110602,0.02563072
110604,0.14784098
110625,0.35914350
110626,0.11086514
110636,0.13354298
110637,0.07061149
110638,0.09308020
110646,0.01012061
110648,0.04117621
110652,0.05345906
110681,0.03669040
110682,0.09124438
110687,0.13594608
110691,0.00597711
110694,0.03720202
110695,0.03062875
110696,0.14241420
110708,0.01064884
110710,0.02220723
110717,0.07210521
110730,0.03524901
110740,0.03864218
110742,0.03993880
110747,0.04654335
110761,0.04384517
110766,0.00807306
110769,0.02011350
110774,0.07733378
110803,0.03158869
110805,0.04047632
110809,0.19630536
110827,0.08670665
110832,0.03500132
110839,0.11004769
110859,0.15941325
110861,0.00965427
110863,0.13958815
110865,0.13990785
110881,0.06099769
110889,0.03468760
110891,0.00911731
110894,0.00826861
110895,0.08682369
110907,0.26287040
110914,0.05122633
110933,0.00845189
110934,0.01017971
110937,0.00794467
110953,0.01347022
110954,0.08336157
110958,0.09418289
110970,0.11250208
110974,0.07915740
110977,0.31873220
110989,0.00723336
110993,0.25857282
110994,0.16773608
111018,0.01824346
111019,0.01583796
111030,0.06811059
111032,0.08289123
111041,0.03300673
111045,0.02622171
111048,0.00114382
111052,0.05754681
111070,0.33466643
111084,0.12072761
111091,0.08769897
111104,0.00842699
111108,0.05311350
